uprn,house name,house number,street,licence start,licence expiry,permitted no of occupiers,address,postcode,licence type,licence reference number
100030000000,,36, Royland Road,12/04/2024,11/04/2029,5, Loughborough, LE11 2EH,Mandatory HMO licence,CBC-098095881839
100030000000,,25, Arthur Street,14/09/2023,13/09/2028,5, Loughborough, LE11 3AY,Mandatory HMO licence,CBC-099672983371
100030000000,,106, Park Road,12/07/2022,23/01/2027,0, Loughborough, LE11 2HH,Mandatory HMO licence,CBC-100354778607
10091074946,,Flat 32, High Street,31/08/2023,10/12/2027,7, Loughborough, LE11 2PZ,Mandatory HMO licence,CBC-100694572912
100030000000,,82, Forest Road,09/05/2024,08/05/2029,6, Loughborough, LE11 3NP,Mandatory HMO licence,CBC-100788382955
100030000000,,136, Forest Road,02/04/2024,01/04/2029,6, Loughborough, LE11 3NR,Mandatory HMO licence,CBC-102680324892
100030000000,,11, Westmorland Avenue,11/04/2024,10/04/2029,7, Loughborough, LE11 3RY,Mandatory HMO licence,CBC-103738080493
100030000000,,11, Burleigh Road,10/04/2025,09/04/2030,6, Loughborough, LE11 3BA,Mandatory HMO licence,CBC-104959015335
100030000000,,31, Avon Vale Road,09/05/2024,08/05/2029,4, Loughborough, LE11 2AA,Mandatory HMO licence,CBC-106340020261
100030000000,,81, Storer Road,24/08/2023,30/10/2027,5, Loughborough, LE11 5EH,Mandatory HMO licence,CBC-108338305690
100030000000,,19, York Road,24/11/2021,23/11/2026,0, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-109504487742
100030000000,,110, Old Ashby Road,05/03/2024,04/03/2029,4, Loughborough, LE11 4PQ,Mandatory HMO licence,CBC-112866312802
100030000000,,36, Ashleigh Drive,26/03/2024,25/03/2029,8, Loughborough, LE11 3HW,Mandatory HMO licence,CBC-113086677533
10023776774,Block C First Floor, Harry French Court ,Ashby Road,06/06/2024,05/06/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-113273749020
100030000000,,58, Ratcliffe Road,04/03/2025,03/03/2030,5, Loughborough, LE11 1LQ,Mandatory HMO licence,CBC-114702095509
100030000000,,13, Broad Street,14/02/2024,13/02/2029,5, Loughborough, LE11 5AB,Mandatory HMO licence,CBC-115585818412
100030000000,,141-143, Ashby Road,01/02/2021,16/12/2025,0, Loughborough, LE11 3AD,Mandatory HMO licence,CBC-115981862808
100030000000,,75, Beacon Road,04/08/2021,03/08/2026,0, Loughborough, LE11 2BE,Mandatory HMO licence,CBC-117390956916
100030000000,,25, Loweswater Drive,07/04/2021,06/04/2026,0, Loughborough, LE11 3RR,Mandatory HMO licence,CBC-117853870836
100030000000,,68, Havelock Street,09/04/2024,08/04/2029,5, Loughborough, LE11 5DH,Mandatory HMO licence,CBC-119344643965
100030000000,,127, Leopold Street,29/06/2023,25/07/2027,5, Loughborough, LE11 5DW,Mandatory HMO licence,CBC-119791362810
10023776770,Block P Ground Floor, Harry French Court ,Ashby Road,10/06/2024,09/06/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-122252567088
100030000000,,46, Wanlip Road,28/09/2023,21/03/2028,8, Leicester, LE7 1PA,Mandatory HMO licence,CBC-122368684776
100030000000,,42, Arthur Street,19/02/2024,18/02/2029,6, Loughborough, LE11 3AY,Mandatory HMO licence,CBC-124193258577
100030000000,,29, Shelthorpe Road,22/02/2024,21/02/2029,8, Loughborough, LE11 2PB,Mandatory HMO licence,CBC-124528367846
100030000000,,19, Curzon Street,14/03/2024,13/03/2029,5, Loughborough, LE11 3BQ,Mandatory HMO licence,CBC-125727085759
10095778476,Non Serviced Accommodation ,19-21, Hall Croft,13/03/2025,12/03/2030,10,, LE12 9AN,Mandatory HMO licence,CBC-126382899277
10023776788,Block S First Floor, Harry French Court ,Ashby Road,03/09/2024,02/09/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-128753069751
100030000000,,18, Leopold Street,11/01/2024,30/05/2028,6, Loughborough, LE11 5DL,Mandatory HMO licence,CBC-131095226579
100030000000,,1, Forest Road,13/12/2021,12/12/2026,0, Loughborough, LE11 3NW,Mandatory HMO licence,CBC-131948370357
10023776666,Flat 19 Block B, The Holt ,Holt Drive,27/11/2024,26/11/2029,6,, LE11 3JB,Mandatory HMO licence,CBC-132969182791
100030000000,,45, Havelock Street,27/02/2024,26/02/2029,5, Loughborough, LE11 5DH,Mandatory HMO licence,CBC-133173313075
100030000000,,92, The Ringway,16/04/2024,15/04/2029,5, Leicester, LE7 3DL,Mandatory HMO licence,CBC-135332933058
10004000066,,14, Towles Mill Queens Road,13/06/2024,12/06/2029,6, Loughborough, LE11 1GG,Mandatory HMO licence,CBC-136595862783
100030000000,,5, Fearon Street,12/07/2024,11/07/2029,5, Loughborough, LE11 5DG,Mandatory HMO licence,CBC-136965995959
100030000000,,61, Cumberland Road,29/05/2020,29/05/2025,0, Loughborough, LE11 5DE,Mandatory HMO licence,CBC-136969382800
10004000715,,27, Kingfisher Way,27/07/2023,26/07/2028,6, Loughborough, LE11 3NF,Mandatory HMO licence,CBC-138501023896
100030000000,,102, Derby Road,27/04/2023,04/10/2027,7, Loughborough, LE11 5AG,Mandatory HMO licence,CBC-138720849816
10023776861,,37a, Garendon Green,09/01/2025,08/01/2030,5, Loughborough, LE11 4QA,Mandatory HMO licence,CBC-139131652544
10070074603,,17, Baxter Gate,16/06/2021,15/06/2026,0, Loughborough, LE11 1TG,Mandatory HMO licence,CBC-139968669262
10004000867,,9, Goldfinch Close,19/07/2023,14/10/2027,5, Loughborough, LE11 3HG,Mandatory HMO licence,CBC-140208270883
100030000000,,44, Garendon Road,01/03/2021,28/02/2026,6, Loughborough, LE11 4QD,Mandatory HMO licence,CBC-141708623092
100030000000,,471, New Ashby Road,11/04/2024,10/04/2029,6, Loughborough, LE11 4EU,Mandatory HMO licence,CBC-141993693960
10012191559,,54a, Gracedieu Road,07/09/2023,06/09/2028,5, Loughborough, LE11 4QG,Mandatory HMO licence,CBC-142560529880
100030000000,,31, Gracedieu Road,16/12/2021,15/12/2026,0, Loughborough, LE11 4QF,Mandatory HMO licence,CBC-142727645228
10023776752,West Grove Flat 7, Harry French Court ,Ashby Road,03/09/2024,02/09/2029,7,, LE11 3UN,Mandatory HMO licence,CBC-143417324715
100030000000,,17, Garendon Road,05/04/2024,04/04/2029,6, Loughborough, LE11 4QB,Mandatory HMO licence,CBC-143949442070
100030000000,,207, Alan Moss Road,05/03/2025,04/03/2030,5, Loughborough, LE11 4LT,Mandatory HMO licence,CBC-144970682570
100030000000,,47, Cumberland Road,22/08/2024,21/08/2029,5, Loughborough, LE11 5DE,Mandatory HMO licence,CBC-147055807156
100030000000,,35, Langdale Avenue,27/07/2023,26/07/2028,6, Loughborough, LE11 3RP,Mandatory HMO licence,CBC-149247334894
100030000000,,10, Heathcoat Street,30/05/2024,29/05/2029,5, Loughborough, LE11 3BW,Mandatory HMO licence,CBC-151823079836
10004002184,,9, Bridgeland Road,05/02/2025,04/02/2030,6, Loughborough, LE11 1GE,Mandatory HMO licence,CBC-154114622824
100030000000,,68, Frederick Street,08/03/2024,07/03/2029,6, Loughborough, LE11 3BJ,Mandatory HMO licence,CBC-156182641922
100030000000,,31, Edward Street,12/03/2021,11/03/2026,0, Loughborough, LE11 1QF,Mandatory HMO licence,CBC-157153502035
10070069944,Flat 3, Waterways 29, Derby Road,20/02/2024,19/02/2029,5, Loughborough, LE11 5AP,Mandatory HMO licence,CBC-158169855902
100030000000,,47, Toothill Road,07/08/2020,07/08/2025,0, Loughborough, LE11 1PN,Mandatory HMO licence,CBC-158835023752
100030000000,,15, Broad Street,25/03/2024,24/03/2029,5, Loughborough, LE11 5AB,Mandatory HMO licence,CBC-159387542545
10013597118,Block F Ground Floor Room 1, William Morris Hall ,John Phillips Close,18/12/2024,17/12/2029,7,, LE11 3TQ,Mandatory HMO licence,CBC-160114056921
100030000000,,137, Ashby Road,01/02/2021,16/12/2025,0, Loughborough, LE11 3AD,Mandatory HMO licence,CBC-161642790719
100030000000,,20, Gracedieu Road,11/04/2024,10/04/2029,6, Loughborough, LE11 4QG,Mandatory HMO licence,CBC-162599611993
100030000000,,74, Oxford Street,30/07/2024,29/07/2029,5, Loughborough, LE11 5DR,Mandatory HMO licence,CBC-163282742314
100030000000,,69-70, Paget Street,26/04/2024,25/04/2029,7, Loughborough, LE11 5DT,Mandatory HMO licence,CBC-164232509405
100030000000,,4, Rosebery Street,04/11/2024,03/11/2029,6, Loughborough, LE11 5DX,Mandatory HMO licence,CBC-166061533965
100030000000,,10, Garendon Road,11/04/2024,10/04/2029,6, Loughborough, LE11 4QD,Mandatory HMO licence,CBC-166379931984
10023776683,Flat 37 Block D, The Holt ,Holt Drive,21/02/2024,20/02/2029,6,, LE11 3JB,Mandatory HMO licence,CBC-166710904903
100030000000,,41, Fearon Street,11/01/2024,29/09/2028,6, Loughborough, LE11 5DG,Mandatory HMO licence,CBC-167874778163
100030000000,,22, Leopold Street,27/09/2023,06/02/2028,5, Loughborough, LE11 5DL,Mandatory HMO licence,CBC-168932171877
100030000000,,10, Arthur Street,08/02/2022,07/02/2027,0, Loughborough, LE11 3AY,Mandatory HMO licence,CBC-169165964438
100030000000,,15, Station Street,26/02/2025,25/02/2030,5, Loughborough, LE11 5ED,Mandatory HMO licence,CBC-171069276308
10004000818,,10, Adam Dale,18/04/2023,14/10/2027,6, Loughborough, LE11 3HD,Mandatory HMO licence,CBC-171132261489
10004000796,,2, Wren Close,30/07/2024,29/07/2029,6, Loughborough, LE11 3HL,Mandatory HMO licence,CBC-171190688447
100030000000,,68, Oxford Street,14/08/2024,13/08/2029,6, Loughborough, LE11 5DR,Mandatory HMO licence,CBC-171289064313
100030000000,,5, Chestnut Street,10/10/2024,09/10/2029,5, Loughborough, LE11 3BE,Mandatory HMO licence,CBC-174153682650
10013597854,Gimson House Flat 31, William Morris Hall ,Ashby Road,10/12/2024,09/12/2029,5,, LE11 3TQ,Mandatory HMO licence,CBC-178284066189
100030000000,,51, Garendon Road,27/06/2024,26/06/2029,6, Loughborough, LE11 4QB,Mandatory HMO licence,CBC-180124758137
10095777206,Flat 1,37, Radmoor Road,13/10/2023,12/10/2028,6, Loughborough, LE11 3BP,Mandatory HMO licence,CBC-182027549414
100030000000,,14, Burleigh Road,06/07/2023,05/07/2028,5, Loughborough, LE11 3BA,Mandatory HMO licence,CBC-183075714923
100030000000,,2a, Victoria Street,18/09/2024,17/09/2029,6, Loughborough, LE11 2EN,Mandatory HMO licence,CBC-186282143912
100030000000,,40, Leopold Street,15/07/2020,15/07/2025,0, Loughborough, LE11 5DL,Mandatory HMO licence,CBC-188511254742
100030000000,,5, Storer Road,17/09/2021,16/09/2026,0, Loughborough, LE11 5EQ,Mandatory HMO licence,CBC-188563434894
100030000000,,26, Brisco Avenue,06/12/2023,31/10/2028,6, Loughborough, LE11 5HB,Mandatory HMO licence,CBC-190118820459
10013597885,Ling House Flat 4, William Morris Hall ,Ashby Road,27/11/2024,26/11/2029,5,, LE11 3TQ,Mandatory HMO licence,CBC-190496344261
100030000000,,132, Station Street,15/05/2024,14/05/2029,5, Loughborough, LE11 5EG,Mandatory HMO licence,CBC-191684733074
100030000000,Westbridge House Block A ,67-69, Forest Road,02/11/2023,04/09/2027,30, Loughborough, LE11 3NW,Mandatory HMO licence,CBC-192272277400
100030000000,,15, Park Road,08/12/2022,07/12/2027,0, Loughborough, LE11 2ED,Mandatory HMO licence,CBC-193738702076
100030000000,,12, Tennyson Road,11/04/2024,10/04/2029,6, Loughborough, LE11 4LE,Mandatory HMO licence,CBC-197715167123
10013597055,Block C Ground Floor Room 1, William Morris Hall ,John Phillips Close,10/12/2024,09/12/2029,7,, LE11 3TQ,Mandatory HMO licence,CBC-198283615864
100030000000,,104, Holywell Drive,30/07/2024,29/07/2029,6, Loughborough, LE11 3JZ,Mandatory HMO licence,CBC-199140660647
100030000000,,Herrick House 2, Herrick Road,04/01/2024,03/01/2029,14, Loughborough, LE11 2BT,Mandatory HMO licence,CBC-199903132461
100030000000,,131, Derby Road,10/10/2024,09/10/2029,5, Loughborough, LE11 5AE,Mandatory HMO licence,CBC-201062710284
100030000000,,5, Leopold Street,14/03/2024,13/03/2029,5, Loughborough, LE11 5DL,Mandatory HMO licence,CBC-202495344651
100030000000,,41, Storer Road,08/10/2023,07/10/2028,5, Loughborough, LE11 5EH,Mandatory HMO licence,CBC-204464696811
100030000000,,77, Holywell Drive,25/04/2024,24/04/2029,6, Loughborough, LE11 3JX,Mandatory HMO licence,CBC-204641141273
100030000000,,91, Storer Road,10/09/2021,09/09/2026,0, Loughborough, LE11 5EH,Mandatory HMO licence,CBC-205193328214
100030000000,,22, Havelock Street,12/03/2021,30/11/2025,0, Loughborough, LE11 5DH,Mandatory HMO licence,CBC-207182682614
100030000000,,39, Fearon Street,11/04/2024,10/04/2029,6, Loughborough, LE11 5DG,Mandatory HMO licence,CBC-207746285150
10094174533,,115b, Ashby Road,16/12/2021,15/12/2026,0, Loughborough, LE11 3AB,Mandatory HMO licence,CBC-208046669635
10070069921,Flat 6, Waterways 23, Derby Road,01/03/2024,28/02/2029,5, Loughborough, LE11 5AP,Mandatory HMO licence,CBC-208564245797
100030000000,,32, Oxford Street,15/02/2022,10/10/2026,0, Loughborough, LE11 5DR,Mandatory HMO licence,CBC-209143532753
100030000000,,9, Edward Street,14/08/2024,13/08/2029,5, Loughborough, LE11 1QF,Mandatory HMO licence,CBC-209329211291
10013597580,Room 1, Oak Lodge 188b, Ashby Road,03/09/2024,02/09/2029,8,, LE11 3AG,Mandatory HMO licence,CBC-209445726457
100030000000,,71, Kirkstone Drive,03/04/2024,02/04/2029,6, Loughborough, LE11 3RN,Mandatory HMO licence,CBC-211206218972
10023776775,Block D First Floor, Harry French Court ,Ashby Road,06/06/2024,05/06/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-214360083070
100030000000,,11, Curzon Street,09/03/2022,08/03/2027,0, Loughborough, LE11 3BQ,Mandatory HMO licence,CBC-215308031028
100030000000,,115a, Ashby Road,05/02/2025,04/02/2030,7, Loughborough, LE11 3AB,Mandatory HMO licence,CBC-215833631054
10023776659,Flat 12 Block A, The Holt ,Holt Drive,27/11/2024,26/11/2029,6,, LE11 3JB,Mandatory HMO licence,CBC-215917696861
100030000000,,1, Holt Drive,13/12/2023,20/05/2028,5, Loughborough, LE11 3HZ,Mandatory HMO licence,CBC-216213986671
10004000764,,2, Moorhen Way,08/02/2021,16/12/2025,0, Loughborough, LE11 3HH,Mandatory HMO licence,CBC-218315412537
100030000000,,35, Cumberland Road,05/06/2024,04/06/2029,6, Loughborough, LE11 5DE,Mandatory HMO licence,CBC-219552259850
10023776763,Block G Ground Floor, Harry French Court ,Ashby Road,10/06/2024,09/06/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-220465219438
100030000000,,25, Storer Road,23/01/2024,22/01/2029,6, Loughborough, LE11 5EQ,Mandatory HMO licence,CBC-220498058097
10070069934,Flat 10, Waterways 27, Derby Road,20/02/2024,19/02/2029,5, Loughborough, LE11 5AP,Mandatory HMO licence,CBC-220614009024
100030000000,,29, York Road,29/07/2021,28/07/2026,0, Loughborough, LE11 3DA,Mandatory HMO licence,CBC-221529711392
100030000000,,156, Ashby Road,27/07/2023,08/10/2027,8, Loughborough, LE11 3AG,Mandatory HMO licence,CBC-221849985493
100030000000,,36, Limehurst Avenue,27/03/2025,26/03/2030,5, Loughborough, LE11 1PF,Mandatory HMO licence,CBC-223214258787
100030000000,,89, Beacon Road,18/09/2020,18/09/2025,0, Loughborough, LE11 2BG,Mandatory HMO licence,CBC-224105513507
10013597572,Room 25, Chestnut Lodge 188a, Ashby Road,06/06/2024,05/06/2029,8,, LE11 3AG,Mandatory HMO licence,CBC-225506067799
100030000000,,107, Holywell Drive,16/07/2024,15/07/2029,6, Loughborough, LE11 3JX,Mandatory HMO licence,CBC-225588946194
100030000000,,14, Schofield Road,06/12/2023,18/10/2028,6, Loughborough, LE11 4QJ,Mandatory HMO licence,CBC-228198852562
100030000000,,27, Garendon Road,28/03/2024,27/03/2029,5, Loughborough, LE11 4QB,Mandatory HMO licence,CBC-229400152355
100030000000,,42, Beacon Road,08/04/2024,07/04/2029,5, Loughborough, LE11 2BQ,Mandatory HMO licence,CBC-230121134325
10013598058,New Block L First Floor Flat 1, William Morris Hall ,Ashby Road,26/12/2024,25/12/2029,5,, LE11 3TQ,Mandatory HMO licence,CBC-231420007604
100030000000,,34, Outwoods Drive,02/04/2024,01/04/2029,6, Loughborough, LE11 3LT,Mandatory HMO licence,CBC-232451128099
100032000000,,24-26, Meadow Lane,27/02/2025,26/02/2030,6, Loughborough, LE11 1JY,Mandatory HMO licence,CBC-232542505107
100030000000,,11, Fearon Street,27/07/2023,26/07/2028,5, Loughborough, LE11 5DG,Mandatory HMO licence,CBC-233632729671
100030000000,,55, Leopold Street,17/03/2021,30/11/2025,0, Loughborough, LE11 5DN,Mandatory HMO licence,CBC-234123979275
10091073977,Block Jj, William Morris Hall ,Ashby Road,18/12/2024,17/12/2029,5,, LE11 3TQ,Mandatory HMO licence,CBC-234291766216
100030000000,,42, Frederick Street,17/05/2023,13/07/2027,5, Loughborough, LE11 3BJ,Mandatory HMO licence,CBC-238008151973
100030000000,,32, Arthur Street,16/01/2025,15/01/2030,5, Loughborough, LE11 3AY,Mandatory HMO licence,CBC-239543399099
100030000000,,72, Blenheim Road,26/05/2021,25/05/2026,6, Leicester, LE4 4FL,Mandatory HMO licence,CBC-239991462584
100030000000,,14, Broad Street,25/03/2024,24/03/2029,5, Loughborough, LE11 5AB,Mandatory HMO licence,CBC-241116844748
10013597069,Block C Second Floor Room 1, William Morris Hall ,John Phillips Close,18/12/2024,17/12/2029,7,, LE11 3TQ,Mandatory HMO licence,CBC-242356523756
100030000000,,45, Howard Street,29/06/2023,10/08/2027,5, Loughborough, LE11 1PB,Mandatory HMO licence,CBC-243003472512
10023776751,West Grove Flat 6, Harry French Court ,Ashby Road,03/09/2024,02/09/2029,7,, LE11 3UN,Mandatory HMO licence,CBC-244306586458
10023776655,Flat 8 Block A, The Holt ,Holt Drive,27/11/2024,26/11/2029,6,, LE11 3JB,Mandatory HMO licence,CBC-244856283037
100030000000,,13, Keswick Avenue,29/02/2024,28/02/2029,6, Loughborough, LE11 3RL,Mandatory HMO licence,CBC-244970935431
10070069940,Flat 16, Waterways 27, Derby Road,20/02/2024,19/02/2029,5, Loughborough, LE11 5AP,Mandatory HMO licence,CBC-245639735422
10004000811,,3, Adam Dale,12/07/2022,11/07/2027,0, Loughborough, LE11 3HD,Mandatory HMO licence,CBC-246116746043
100030000000,,2, Burleigh Road,10/03/2021,16/08/2025,0, Loughborough, LE11 3BA,Mandatory HMO licence,CBC-246608092178
100030000000,,79, Havelock Street,14/02/2023,13/02/2028,0, Loughborough, LE11 5DH,Mandatory HMO licence,CBC-247299911603
100030000000,,48, Frederick Street,13/06/2023,12/11/2027,6, Loughborough, LE11 3BJ,Mandatory HMO licence,CBC-250187581705
10023776647,H101 The Old Holt, The Holt ,Holt Drive,27/11/2024,26/11/2029,5,, LE11 3JB,Mandatory HMO licence,CBC-251310513307
100030000000,,14, Woodlands Drive,27/03/2024,26/03/2029,5, Loughborough, LE11 2DD,Mandatory HMO licence,CBC-251482517635
100030000000,,104, Derby Road,26/07/2021,20/04/2026,0, Loughborough, LE11 5AG,Mandatory HMO licence,CBC-254238470984
100030000000,,47, Ratcliffe Road,12/04/2024,11/04/2029,5, Loughborough, LE11 1LF,Mandatory HMO licence,CBC-254774789978
10023776767,Block L Ground Floor, Harry French Court ,Ashby Road,03/09/2024,02/09/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-255010479343
100030000000,,97, Park Road,05/05/2021,04/05/2026,0, Loughborough, LE11 2HD,Mandatory HMO licence,CBC-256096380524
10004000713,,23, Kingfisher Way,07/12/2023,06/12/2028,5, Loughborough, LE11 3NF,Mandatory HMO licence,CBC-256465568409
10070069939,Flat 15, Waterways 27, Derby Road,20/02/2024,19/02/2029,5, Loughborough, LE11 5AP,Mandatory HMO licence,CBC-256745488551
200001000000,,Flat 3 111, Ashby Road,30/07/2024,29/07/2029,7, Loughborough, LE11 3AB,Mandatory HMO licence,CBC-257957218738
10013597195,Block J Second Floor Room 1, William Morris Hall ,John Phillips Close,26/12/2024,25/12/2029,6,, LE11 3TQ,Mandatory HMO licence,CBC-258012008850
10004000056,,3, Towles Mill Queens Road,06/06/2024,05/06/2029,7, Loughborough, LE11 1GG,Mandatory HMO licence,CBC-259290355515
10023776651,Flat 4 Block A, The Holt ,Holt Drive,27/11/2024,26/11/2029,5,, LE11 3JB,Mandatory HMO licence,CBC-259514999146
100030000000,,Iffley 186, Ashby Road,18/12/2024,17/12/2029,12, Loughborough, LE11 3AG,Mandatory HMO licence,CBC-261989001073
10013597858,Gimson House Flat 35, William Morris Hall ,Ashby Road,10/12/2024,09/12/2029,5,, LE11 3TQ,Mandatory HMO licence,CBC-263348649259
10070074004,Managers Accommodation,134, Main Street,20/06/2024,19/06/2029,6,, LE12 8RZ,Mandatory HMO licence,CBC-264009611814
10013597076,Block D Ground Floor Room 1, William Morris Hall ,John Phillips Close,18/12/2024,17/12/2029,7,, LE11 3TQ,Mandatory HMO licence,CBC-264240439998
100030000000,,26, Burleigh Road,22/10/2024,21/10/2029,6, Loughborough, LE11 3BA,Mandatory HMO licence,CBC-265961637812
10004000776,,15, Moorhen Way,23/09/2020,22/09/2025,0, Loughborough, LE11 3HH,Mandatory HMO licence,CBC-268195920651
10013598034,New Block K First Floor Flat 1, William Morris Hall ,Ashby Road,23/12/2024,22/12/2029,5,, LE11 3TQ,Mandatory HMO licence,CBC-268264388896
100030000000,,14, Heathcoat Street,10/10/2024,09/10/2029,5, Loughborough, LE11 3BW,Mandatory HMO licence,CBC-270432605011
100030000000,,38, Oxford Street,28/07/2021,27/07/2026,0, Loughborough, LE11 5DR,Mandatory HMO licence,CBC-271618639581
100030000000,,52, Gracedieu Road,11/04/2024,10/04/2029,5, Loughborough, LE11 4QG,Mandatory HMO licence,CBC-271821148517
100030000000,,159, Forest Road,06/07/2020,05/07/2025,0, Loughborough, LE11 3HS,Mandatory HMO licence,CBC-271851706155
100030000000,,5, Valley Road,02/04/2024,01/04/2029,6, Loughborough, LE11 3PX,Mandatory HMO licence,CBC-272182368388
100030000000,,64, Granville Street,12/04/2022,11/04/2027,0, Loughborough, LE11 3BN,Mandatory HMO licence,CBC-272761428465
10023776657,Flat 10 Block A, The Holt ,Holt Drive,28/11/2024,27/11/2029,6,, LE11 3JB,Mandatory HMO licence,CBC-273941578046
100030000000,,16, Oaklands Avenue,26/07/2023,25/07/2028,6, Loughborough, LE11 3JF,Mandatory HMO licence,CBC-284514281658
100030000000,,409, New Ashby Road,23/10/2023,22/10/2028,5, Loughborough, LE11 4EU,Mandatory HMO licence,CBC-286684268169
100030000000,,1, Lansdowne Drive,21/08/2024,20/08/2029,5, Loughborough, LE11 2BX,Mandatory HMO licence,CBC-287395016700
100030000000,,9, Burleigh Road,20/02/2024,19/02/2029,5, Loughborough, LE11 3BA,Mandatory HMO licence,CBC-288056066342
100030000000,,102, Loughborough Road,26/08/2024,25/08/2029,6, Loughborough, LE12 5JB,Mandatory HMO licence,CBC-288918399443
100030000000,,16, Arthur Street,13/03/2024,12/03/2029,6, Loughborough, LE11 3AY,Mandatory HMO licence,CBC-289910039830
100030000000,,14, Royland Road,26/07/2022,25/07/2027,0, Loughborough, LE11 2EH,Mandatory HMO licence,CBC-292096842409
100030000000,,60, Leopold Street,30/08/2023,10/10/2027,6, Loughborough, LE11 5DN,Mandatory HMO licence,CBC-292484337528
100030000000,,5, Selbourne Street,12/04/2024,11/04/2029,5, Loughborough, LE11 1BS,Mandatory HMO licence,CBC-292990506860
100030000000,,6, Curzon Street,31/08/2023,31/10/2027,5, Loughborough, LE11 3BQ,Mandatory HMO licence,CBC-293703901208
100030000000,,91, Station Street,30/09/2023,29/09/2028,6, Loughborough, LE11 5EF,Mandatory HMO licence,CBC-294742542573
100030000000,,59, Frederick Street,27/07/2023,26/07/2028,5, Loughborough, LE11 3BH,Mandatory HMO licence,CBC-295609176962
100030000000,,7, Radmoor Road,06/06/2024,05/06/2029,6, Loughborough, LE11 3BP,Mandatory HMO licence,CBC-296881523537
10013597887,Ling House Flat 6, William Morris Hall ,Ashby Road,27/11/2024,26/11/2029,5,, LE11 3TQ,Mandatory HMO licence,CBC-300069733558
10004000813,,5, Adam Dale,25/04/2024,24/04/2029,5, Loughborough, LE11 3HD,Mandatory HMO licence,CBC-300168899037
10008151679,,2, Goods Yard Close,11/04/2024,10/04/2029,5, Loughborough, LE11 5EB,Mandatory HMO licence,CBC-300657124840
100030000000,,67, King Street,08/01/2025,07/01/2030,5, Loughborough, LE11 1SB,Mandatory HMO licence,CBC-302428073450
100030000000,,2, Brisco Avenue,03/04/2024,02/04/2029,7, Loughborough, LE11 5HB,Mandatory HMO licence,CBC-302704088586
10023776682,Flat 36 Block D, The Holt ,Holt Drive,21/02/2024,20/02/2029,6,, LE11 3JB,Mandatory HMO licence,CBC-302886282829
10013597083,Block D First Floor Room 1, William Morris Hall ,John Phillips Close,10/12/2024,09/12/2029,7,, LE11 3TQ,Mandatory HMO licence,CBC-303219364538
10070073870,Rehabilitation Centre, Carpenters Arms ,Fosse Way,14/09/2020,14/09/2025,0,, LE14 3PD,Mandatory HMO licence,CBC-304388219663
100030000000,,31, Fearon Street,14/03/2024,13/03/2029,6, Loughborough, LE11 5DG,Mandatory HMO licence,CBC-305033878781
100030000000,,71, Brookfield Avenue,10/11/2022,09/11/2027,7, Loughborough, LE11 3LN,Mandatory HMO licence,CBC-306681541166
100030000000,,168, Ashby Road,28/03/2024,27/03/2029,7, Loughborough, LE11 3AG,Mandatory HMO licence,CBC-306912799837
10023776654,Flat 7 Block A, The Holt ,Holt Drive,27/11/2024,26/11/2029,5,, LE11 3JB,Mandatory HMO licence,CBC-307893155896
10004000067,,15, Towles Mill Queens Road,13/06/2024,12/06/2029,6, Loughborough, LE11 1GG,Mandatory HMO licence,CBC-313592027084
100030000000,,2, Caldwell Street,20/01/2022,19/01/2027,0, Loughborough, LE11 3BB,Mandatory HMO licence,CBC-316356391598
100030000000,,2, Broad Street,27/05/2020,26/05/2025,0, Loughborough, LE11 5AB,Mandatory HMO licence,CBC-316614037039
100030000000,,64, Frederick Street,02/11/2023,01/11/2028,6, Loughborough, LE11 3BJ,Mandatory HMO licence,CBC-317260002153
100030000000,,38, Curzon Street,18/07/2024,17/07/2029,5, Loughborough, LE11 3BQ,Mandatory HMO licence,CBC-317897689683
10023776786,Block Q First Floor, Harry French Court ,Ashby Road,03/09/2024,02/09/2029,6,, LE11 3UN,Mandatory HMO licence,CBC-319686884161
10013597153,Block G Second Floor Room 1, William Morris Hall ,John Phillips Close,26/12/2024,25/12/2029,7,, LE11 3TQ,Mandatory HMO licence,CBC-319696659877
100030000000,,140, Forest Road,15/07/2020,15/07/2025,0, Loughborough, LE11 3NR,Mandatory HMO licence,CBC-324993217549
100030000000,,4, Heathcoat Street,09/07/2024,08/07/2029,6, Loughborough, LE11 3BW,Mandatory HMO licence,CBC-326151008986
100030000000,,19, Chestnut Street,03/09/2024,02/09/2029,5, Loughborough, LE11 3BE,Mandatory HMO licence,CBC-326601493346
100030000000,,133, Station Street,10/10/2023,09/10/2028,6, Loughborough, LE11 5EG,Mandatory HMO licence,CBC-327415419961
10070069947,Flat 6, Waterways 29, Derby Road,20/02/2024,19/02/2029,6, Loughborough, LE11 5AP,Mandatory HMO licence,CBC-329400363772
10023776760,Block D Ground Floor, Harry French Court ,Ashby Road,23/10/2024,22/10/2029,5,, LE11 3UN,Mandatory HMO licence,CBC-330071338523
