Licence type,Licence reference number,Property address,UPRN,Licence start date,Licence end date,Maximum permitted occupants
Mandatory HMO licence,CBC-583661136896,"2, Oaklands Avenue, Loughborough, LE11 3JF",1.0003E+11,01/07/2024,30/06/2029,5
Mandatory HMO licence,CBC-698856582696,"49, Forest Road, Loughborough, LE11 3NW",1.0003E+11,09/07/2024,08/07/2029,6
Mandatory HMO licence,CBC-740550352716,"23, Station Street, Loughborough, LE11 5ED",1.0003E+11,20/06/2024,19/06/2029,5
Mandatory HMO licence,CBC-858489466305,"54, Broad Street, Loughborough, LE11 5AB",1.0003E+11,20/06/2024,19/06/2029,6
Mandatory HMO licence,CBC-317897689683,"38, Curzon Street, Loughborough, LE11 3BQ",1.0003E+11,18/07/2024,17/07/2029,5
Mandatory HMO licence,CBC-608880626194,"76, Frederick Street, Loughborough, LE11 3BJ",1.0003E+11,18/07/2024,17/07/2029,6
Mandatory HMO licence,CBC-930528825218,"255, Forest Road, Loughborough, LE11 3HT",1.0003E+11,15/07/2024,14/07/2029,7
Mandatory HMO licence,CBC-983964468868,"39, Garendon Green, Loughborough, LE11 4QA",1.0003E+11,12/09/2024,11/09/2029,5
Mandatory HMO licence,CBC-180124758137,"51, Garendon Road, Loughborough, LE11 4QB",1.0003E+11,27/06/2024,26/06/2029,6
Mandatory HMO licence,CBC-714712360573,"30, Leopold Street, Loughborough, LE11 5DL",1.0003E+11,27/06/2024,26/06/2029,6
Mandatory HMO licence,CBC-348924213676,"31, Leopold Street, Loughborough, LE11 5DL",1.0003E+11,27/06/2024,26/06/2029,6
Mandatory HMO licence,CBC-817954221008,"62, Frederick Street, Loughborough, LE11 3BJ",1.0003E+11,04/07/2024,03/07/2029,6
Mandatory HMO licence,CBC-613831554931,"16, York Road, Loughborough, LE11 3DA",1.0003E+11,04/07/2024,03/07/2029,5
Mandatory HMO licence,CBC-326151008986,"4, Heathcoat Street, Loughborough, LE11 3BW",1.0003E+11,09/07/2024,08/07/2029,6
Mandatory HMO licence,CBC-287395016700,"1, Lansdowne Drive, Loughborough, LE11 2BX",1.0003E+11,21/08/2024,20/08/2029,5
Mandatory HMO licence,CBC-089723715539,"123, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,09/07/2024,08/07/2029,6
Mandatory HMO licence,CBC-580725406552,"41, Adam Dale, Loughborough, LE11 3HD",10004000848,09/07/2024,08/07/2029,5
Mandatory HMO licence,CBC-617406727548,"22, Ratcliffe Road, Loughborough, LE11 1LQ",1.0003E+11,12/07/2024,11/07/2029,6
Mandatory HMO licence,CBC-079510459451,"98, Hermitage Road, Loughborough, LE11 4PF",1.0003E+11,12/07/2024,11/07/2029,5
Mandatory HMO licence,CBC-948653624250,"13, Burleigh Road, Loughborough, LE11 3BA",1.0003E+11,30/07/2024,29/07/2029,6
Mandatory HMO licence,CBC-654531608788,"45, Oxford Street, Loughborough, LE11 5DP",1.0003E+11,23/07/2024,22/07/2029,5
Mandatory HMO licence,CBC-945931233266,"35, Granville Street, Loughborough, LE11 3BL",1.0003E+11,24/10/2024,23/10/2029,6
Mandatory HMO licence,CBC-342093479046,"13, Curzon Street, Loughborough, LE11 3BQ",1.0003E+11,12/09/2024,11/09/2029,5
Mandatory HMO licence,CBC-209329211291,"9, Edward Street, Loughborough, LE11 1QF",1.0003E+11,14/08/2024,13/08/2029,5
Mandatory HMO licence,CBC-344792787922,"60, York Road, Loughborough, LE11 3DA",1.0003E+11,22/08/2024,21/08/2029,6
Mandatory HMO licence,CBC-186282143912,"2a, Victoria Street, Loughborough, LE11 2EN",1.0003E+11,18/09/2024,17/09/2029,6
Mandatory HMO licence,CBC-147055807156,"47, Cumberland Road, Loughborough, LE11 5DE",1.0003E+11,22/08/2024,21/08/2029,5
Mandatory HMO licence,CBC-326601493346,"19, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,03/09/2024,02/09/2029,5
Mandatory HMO licence,CBC-882807238202,"132, Maple Road South, Loughborough, LE11 2JR",1.0003E+11,17/10/2024,16/10/2029,6
Mandatory HMO licence,CBC-943112695078,"49, Arthur Street, Loughborough, LE11 3AY",1.0003E+11,12/09/2024,11/09/2029,6
Mandatory HMO licence,CBC-994881065833,"25, Radmoor Road, Loughborough, LE11 3BP",1.0003E+11,12/09/2024,11/09/2029,6
Mandatory HMO licence,CBC-976766197394,"12, Royland Road, Loughborough, LE11 2EH",1.0003E+11,16/01/2025,15/01/2030,6
Mandatory HMO licence,CBC-580686112734,"130, Herrick Road, Loughborough, LE11 2BU",1.0003E+11,10/10/2024,09/10/2029,5
Mandatory HMO licence,CBC-829003996456,"121, Herrick Road, Loughborough, LE11 2BS",1.0003E+11,26/09/2024,25/09/2029,5
Mandatory HMO licence,CBC-927834260132,"Bill Rock House Packe Street, Loughborough, LE11 3EZ",10004001116,09/10/2024,08/10/2029,6
Mandatory HMO licence,CBC-337298855696,"74, Frederick Street, Loughborough, LE11 3BJ",1.0003E+11,09/10/2024,08/10/2029,6
Mandatory HMO licence,CBC-614600084555,"108, Holt Drive, Loughborough, LE11 3JA",1.0003E+11,10/10/2024,09/10/2029,6
Mandatory HMO licence,CBC-265961637812,"26, Burleigh Road, Loughborough, LE11 3BA",1.0003E+11,22/10/2024,21/10/2029,6
Mandatory HMO licence,CBC-406333182528,"3, Bridgeland Road, Loughborough, LE11 1GE",10004002181,10/10/2024,09/10/2029,6
Mandatory HMO licence,CBC-414001575364,"7, Bridgeland Road, Loughborough, LE11 1GE",10004002183,10/10/2024,09/10/2029,6
Mandatory HMO licence,CBC-201062710284,"131, Derby Road, Loughborough, LE11 5AE",1.0003E+11,10/10/2024,09/10/2029,5
Mandatory HMO licence,CBC-811757292421,"34, York Road, Loughborough, LE11 3DA",1.0003E+11,29/10/2024,28/10/2029,6
Mandatory HMO licence,CBC-599393794343,"84, Leopold Street, Loughborough, LE11 5DN",1.0003E+11,10/10/2024,09/10/2029,6
Mandatory HMO licence,CBC-344972306154,"24, Leopold Street, Loughborough, LE11 5DL",1.0003E+11,10/10/2024,09/10/2029,5
Mandatory HMO licence,CBC-596425624614,"115, Ashby Road, Loughborough, LE11 3AB",10094174532,10/10/2024,09/10/2029,8
Mandatory HMO licence,CBC-270432605011,"14, Heathcoat Street, Loughborough, LE11 3BW",1.0003E+11,10/10/2024,09/10/2029,5
Mandatory HMO licence,CBC-843188105996,"35, Granby Street, Loughborough, LE11 3DU",1.00032E+11,04/11/2024,03/11/2029,9
Mandatory HMO licence,CBC-174153682650,"5, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,10/10/2024,09/10/2029,5
Mandatory HMO licence,CBC-715013791979,"6, Grove Road, Loughborough, LE11 3QN",1.0003E+11,26/02/2025,25/02/2030,6
Mandatory HMO licence,CBC-755462551418,"7, Cumberland Road, Loughborough, LE11 5DE",1.0003E+11,04/11/2024,03/11/2029,5
Mandatory HMO licence,CBC-166061533965,"4, Rosebery Street, Loughborough, LE11 5DX",1.0003E+11,04/11/2024,03/11/2029,6
Mandatory HMO licence,CBC-541507643185,"16, Schofield Road, Loughborough, LE11 4QJ",1.0003E+11,07/11/2024,06/11/2029,5
Mandatory HMO licence,CBC-855899629291,"15, Curzon Street, Loughborough, LE11 3BQ",1.0003E+11,14/11/2024,13/11/2029,5
Mandatory HMO licence,CBC-831925056769,"72, William Street, Loughborough, LE11 3BZ",10004000206,21/11/2024,20/11/2029,6
Mandatory HMO licence,CBC-075642030176,"Abbeyfield House 45, Toothill Road, Loughborough, LE11 1PN",1.0003E+11,09/01/2025,08/01/2030,9
Mandatory HMO licence,CBC-834856707724,"23, Fearon Street, Loughborough, LE11 5DG",1.0003E+11,27/11/2024,26/11/2029,6
Mandatory HMO licence,CBC-478748439629,"3, Haydon Road, Loughborough, LE11 5QQ",1.0003E+11,27/11/2024,26/11/2029,6
Mandatory HMO licence,CBC-089588778377,"26, Wallace Road, Loughborough, LE11 3NX",1.0003E+11,05/12/2024,04/12/2029,6
Mandatory HMO licence,CBC-528040425450,"28, Mayfield Drive, Loughborough, LE11 2EB",1.0003E+11,18/12/2024,17/12/2029,6
Mandatory HMO licence,CBC-550248302282,"44, Arthur Street, Loughborough, LE11 3AY",1.0003E+11,05/12/2024,04/12/2029,6
Mandatory HMO licence,CBC-752690166821,"Ashby House 1, Ashby Square, Loughborough, LE11 5AA",1.00032E+11,18/02/2025,17/02/2030,5
Mandatory HMO licence,CBC-154114622824,"9, Bridgeland Road, Loughborough, LE11 1GE",10004002184,05/02/2025,04/02/2030,6
Mandatory HMO licence,CBC-139131652544,"37a, Garendon Green, Loughborough, LE11 4QA",10023776861,09/01/2025,08/01/2030,5
Mandatory HMO licence,CBC-085963567974,"12, Nottingham Road, Loughborough, LE11 1EU",1.0003E+11,23/01/2025,22/01/2030,5
Mandatory HMO licence,CBC-497483360819,"8, Goldfinch Close, Loughborough, LE11 3HG",10004000866,19/02/2025,18/02/2030,6
Mandatory HMO licence,CBC-869070459494,"12, Beacon Road, Loughborough, LE11 2BQ",1.0003E+11,09/01/2025,08/01/2030,6
Mandatory HMO licence,CBC-372913222679,"49, Station Street, Loughborough, LE11 5EE",1.0003E+11,09/01/2025,08/01/2030,5
Mandatory HMO licence,CBC-171069276308,"15, Station Street, Loughborough, LE11 5ED",1.0003E+11,26/02/2025,25/02/2030,5
Mandatory HMO licence,CBC-618210854381,"57, William Street, Loughborough, LE11 3BX",1.0003E+11,16/01/2024,15/01/2029,6
Mandatory HMO licence,CBC-239543399099,"32, Arthur Street, Loughborough, LE11 3AY",1.0003E+11,16/01/2025,15/01/2030,5
Mandatory HMO licence,CBC-588452107823,"132, Sharpley Road, Loughborough, LE11 4PW",1.0003E+11,05/03/2025,04/03/2030,5
Mandatory HMO licence,CBC-717484536597,"30, Holywell Drive, Loughborough, LE11 3JY",1.0003E+11,13/03/2025,12/03/2030,5
Mandatory HMO licence,CBC-364496507566,"18, Ashleigh Drive, Loughborough, LE11 3HW",1.0003E+11,27/03/2025,26/03/2030,6
Mandatory HMO licence,CBC-215833631054,"115a, Ashby Road, Loughborough, LE11 3AB",1.0003E+11,05/02/2025,04/02/2030,7
Mandatory HMO licence,CBC-484993794993,"127, Park Road, Loughborough, LE11 2HD",1.0003E+11,05/03/2025,04/03/2030,7
Mandatory HMO licence,CBC-861359226972,"Flat 3, Great Central Road, LE11 1RW",10023776033,27/02/2025,26/02/2030,6
Mandatory HMO licence,CBC-531355287891,"73, Holywell Drive, Loughborough, LE11 3JX",1.0003E+11,17/03/2025,16/03/2030,6
Mandatory HMO licence,CBC-573086746399,"32, Garendon Road, Loughborough, LE11 4QD",1.0003E+11,04/03/2025,03/03/2030,5
Mandatory HMO licence,CBC-232542505107,"24-26, Meadow Lane, Loughborough, LE11 1JY",1.00032E+11,27/02/2025,26/02/2030,6
Mandatory HMO licence,CBC-972545274532,"171, Forest Road, Loughborough, LE11 3HS",1.0003E+11,15/04/2025,14/04/2030,5
Mandatory HMO licence,CBC-924339195414,"59, Braddon Road, Loughborough, LE11 5YY",1.0003E+11,04/03/2025,03/03/2030,5
Mandatory HMO licence,CBC-126382899277,"Non Serviced Accommodation 19-21, Hall Croft, LE12 9AN",10095778476,13/03/2025,12/03/2030,10
Mandatory HMO licence,CBC-053206711789,"67, Paget Street, Loughborough, LE11 5DT",1.0003E+11,20/03/2025,19/03/2030,5
Mandatory HMO licence,CBC-223214258787,"36, Limehurst Avenue, Loughborough, LE11 1PF",1.0003E+11,27/03/2025,26/03/2030,5
Mandatory HMO licence,CBC-114702095509,"58, Ratcliffe Road, Loughborough, LE11 1LQ",1.0003E+11,04/03/2025,03/03/2030,5
Mandatory HMO licence,CBC-752045756680,"27, Broome Avenue, Leicester, LE7 3SA",1.0003E+11,04/03/2025,03/03/2030,5
Mandatory HMO licence,CBC-104959015335,"11, Burleigh Road, Loughborough, LE11 3BA",1.0003E+11,10/04/2025,09/04/2030,6
Mandatory HMO licence,CBC-484932724414,"27, Heathcoat Street, Loughborough, LE11 3BW",1.0003E+11,15/04/2025,14/04/2030,5
Mandatory HMO licence,CBC-538906722777,"7, Leopold Street, Loughborough, LE11 5DL",1.0003E+11,15/04/2025,14/04/2030,5
Mandatory HMO licence,CBC-702140716983,"12, Leopold Street, Loughborough, LE11 5DL",1.0003E+11,02/04/2025,01/04/2030,6
Mandatory HMO licence,CBC-746064902003,"81, Leopold Street, Loughborough, LE11 5DN",1.0003E+11,15/04/2025,14/04/2030,5
Mandatory HMO licence,CBC-832626313873,"35, Paget Street, Loughborough, LE11 5DS",1.0003E+11,15/04/2025,14/04/2030,5
Mandatory HMO licence,CBC-034203020635,"82, Station Street, Loughborough, LE11 5EF",1.0003E+11,01/04/2025,31/03/2030,5
Mandatory HMO licence,CBC-073769046019,"71, William Street, Loughborough, LE11 3BX",1.0003E+11,03/04/2025,02/04/2030,6
Mandatory HMO licence,CBC-742455327250,"57, Storer Road, Loughborough, LE11 5EH",1.0003E+11,31/03/2025,30/03/2030,5
Mandatory HMO licence,CBC-577261368666,"13, Garton Road, Loughborough, LE11 2DY",1.0003E+11,15/04/2025,14/04/2030,5
Mandatory HMO licence,CBC-773298827521,"118, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,15/04/2025,14/04/2030,6
Additional HMO licence,CBC-062960821243,"26, Ashleigh Drive, Loughborough, LE11 3HW",1.0003E+11,11/03/2024,10/03/2029,3
Additional HMO licence,CBC-449867503095,"7, Bampton Street, Loughborough, LE11 2DR",1.0003E+11,19/02/2024,18/02/2029,3
Additional HMO licence,CBC-656316806750,"8, Bampton Street, Loughborough, LE11 2DR",1.0003E+11,25/03/2024,24/03/2029,4
Additional HMO licence,CBC-210182281187,"140, Alan Moss Road, Loughborough, LE11 5LY",1.0003E+11,26/03/2024,25/03/2029,4
Additional HMO licence,CBC-596891678531,"17, Arthur Street, Loughborough, LE11 3AY",1.0003E+11,13/02/2024,12/02/2029,4
Additional HMO licence,CBC-608797123903,"16, Woodgate Drive, Leicester, LE4 3JU",1.0003E+11,23/01/2025,22/01/2030,3
Additional HMO licence,CBC-193808281001,"80, Ashby Road, Loughborough, LE11 3AE",1.0003E+11,09/11/2023,08/11/2028,4
Additional HMO licence,CBC-514109601030,"82, Ashby Road, Loughborough, LE11 3AE",1.0003E+11,05/03/2024,04/03/2029,3
Additional HMO licence,CBC-907517814082,"21, Browning Road, Loughborough, LE11 4JL",1.0003E+11,20/12/2023,19/12/2028,4
Additional HMO licence,CBC-567651225127,"8, Benscliffe Drive, Loughborough, LE11 3JP",1.0003E+11,12/03/2024,11/03/2029,3
Additional HMO licence,CBC-950947646587,"9, Bishop Street, Loughborough, LE11 1DR",1.0003E+11,02/05/2024,01/05/2029,3
Additional HMO licence,CBC-309561602424,"6, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,21/02/2024,20/02/2029,4
Additional HMO licence,CBC-365234415821,"30, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,21/02/2024,20/02/2029,4
Additional HMO licence,CBC-523776089463,"22, Burleigh Road, Loughborough, LE11 3BA",1.0003E+11,04/01/2024,03/01/2029,4
Additional HMO licence,CBC-938004606474,"64, Derby Road, Loughborough, LE11 5BX",1.0003E+11,05/03/2024,04/03/2029,4
Additional HMO licence,CBC-266048640970,"129, Derby Road, Loughborough, LE11 5AE",1.0003E+11,22/02/2024,21/02/2029,5
Additional HMO licence,CBC-413933843405,"15, Cumberland Road, Loughborough, LE11 5DE",1.0003E+11,27/02/2024,26/02/2029,3
Additional HMO licence,CBC-457078960683,"23, Cumberland Road, Loughborough, LE11 5DE",1.0003E+11,06/12/2023,05/12/2028,4
Additional HMO licence,CBC-770085636336,"37, Havelock Street, Loughborough, LE11 5DH",1.0003E+11,28/02/2024,27/02/2029,4
Additional HMO licence,CBC-959966153491,"12, Grange Street, Loughborough, LE11 1QG",1.0003E+11,19/03/2024,18/03/2029,4
Additional HMO licence,CBC-814761189529,"15, Granville Street, Loughborough, LE11 3BL",1.0003E+11,15/11/2023,14/11/2028,3
Additional HMO licence,CBC-822328667956,"17, Granville Street, Loughborough, LE11 3BL",1.0003E+11,01/02/2024,31/01/2029,3
Additional HMO licence,CBC-772159646325,"26, Granville Street, Loughborough, LE11 3BN",1.0003E+11,20/02/2024,19/02/2029,4
Additional HMO licence,CBC-844285873402,"27, Granville Street, Loughborough, LE11 3BL",1.0003E+11,28/03/2024,27/03/2029,4
Additional HMO licence,CBC-485960749453,"28, Granville Street, Loughborough, LE11 3BN",1.0003E+11,20/02/2024,19/02/2029,4
Additional HMO licence,CBC-282356139229,"30, George Street, Loughborough, LE11 5DQ",1.0003E+11,25/03/2024,24/03/2029,3
Additional HMO licence,CBC-359446900086,"38, George Street, Loughborough, LE11 5DQ",1.0003E+11,20/02/2024,19/02/2029,3
Additional HMO licence,CBC-666935928361,"4, Leopold Street, Loughborough, LE11 5DL",1.0003E+11,18/03/2024,17/03/2029,4
Additional HMO licence,CBC-156250047326,"56, Leopold Street, Loughborough, LE11 5DN",1.0003E+11,20/06/2024,19/06/2029,3
Additional HMO licence,CBC-384634367410,"37, Manor Drive, Loughborough, LE11 2LR",1.0003E+11,11/04/2024,10/04/2029,4
Additional HMO licence,CBC-035032896350,"7, Oxford Street, Loughborough, LE11 5DP",1.0003E+11,06/11/2023,05/11/2028,4
Additional HMO licence,CBC-213653899013,"28, Oxford Street, Loughborough, LE11 5DR",1.0003E+11,12/03/2024,11/03/2029,3
Additional HMO licence,CBC-005084927058,"54, Oxford Street, Loughborough, LE11 5DR",1.0003E+11,12/06/2024,11/06/2029,4
Additional HMO licence,CBC-542592364251,"56, Oxford Street, Loughborough, LE11 5DR",1.0003E+11,13/06/2024,12/06/2029,4
Additional HMO licence,CBC-547782004540,"39, Paget Street, Loughborough, LE11 5DS",1.0003E+11,08/02/2024,07/02/2029,4
Additional HMO licence,CBC-295813157334,"427, New Ashby Road, Loughborough, LE11 4EU",1.0003E+11,18/03/2024,17/03/2029,3
Additional HMO licence,CBC-112927719122,"5, Oaklands Avenue, Loughborough, LE11 3JF",1.0003E+11,18/12/2023,17/12/2028,3
Additional HMO licence,CBC-886533678252,"18, Oaklands Avenue, Loughborough, LE11 3JF",1.0003E+11,26/03/2024,25/03/2029,4
Additional HMO licence,CBC-494135459993,"52, Mountfields Drive, Loughborough, LE11 3JE",1.0003E+11,05/12/2023,04/12/2028,4
Additional HMO licence,CBC-261295080380,"128, Old Ashby Road, Loughborough, LE11 4PQ",1.0003E+11,15/11/2023,14/11/2028,3
Additional HMO licence,CBC-627632898233,"97, Paget Street, Loughborough, LE11 5DT",1.0003E+11,05/03/2024,04/03/2029,3
Additional HMO licence,CBC-595463934327,"127, Paget Street, Loughborough, LE11 5DU",1.0003E+11,09/04/2024,08/04/2029,4
Additional HMO licence,CBC-779436134559,"112, Park Road, Loughborough, LE11 2HH",1.0003E+11,26/02/2024,25/02/2029,4
Additional HMO licence,CBC-461867962054,"251, Park Road, Loughborough, LE11 2HE",1.0003E+11,11/03/2024,10/03/2029,3
Additional HMO licence,CBC-812136493319,"338, Park Road, Loughborough, LE11 2HN",1.0003E+11,19/04/2024,18/04/2029,3
Additional HMO licence,CBC-404335367274,"2, Parklands Drive, Loughborough, LE11 2TB",1.0003E+11,25/03/2024,24/03/2029,3
Additional HMO licence,CBC-021856183984,"13, Station Street, Loughborough, LE11 5ED",1.0003E+11,25/03/2024,24/03/2029,4
Additional HMO licence,CBC-001252290858,"56, Station Street, Loughborough, LE11 5EE",1.0003E+11,20/02/2024,19/02/2029,3
Additional HMO licence,CBC-829506092156,"67, Station Street, Loughborough, LE11 5EE",1.0003E+11,20/02/2024,19/02/2029,4
Additional HMO licence,CBC-572374121732,"114, Station Street, Loughborough, LE11 5EG",1.0003E+11,06/12/2023,05/12/2028,3
Additional HMO licence,CBC-416619014038,"6, Storer Road, Loughborough, LE11 5EQ",1.0003E+11,07/03/2024,06/03/2029,4
Additional HMO licence,CBC-303229903627,"55, Rosebery Street, Loughborough, LE11 5DX",1.0003E+11,21/12/2023,20/12/2028,6
Additional HMO licence,CBC-056931193911,"10, Rosebery Street, Loughborough, LE11 5DX",1.0003E+11,16/02/2024,15/02/2029,4
Additional HMO licence,CBC-844479250896,"14, Rupert Brooke Road, Loughborough, LE11 4NJ",1.0003E+11,23/10/2023,22/10/2028,3
Additional HMO licence,CBC-836995671022,"122, Old Ashby Road, LE11 4PQ",1.0003E+11,13/03/2024,12/03/2029,4
Additional HMO licence,CBC-293033549298,"106, Valley Road, Loughborough, LE11 3QA",1.0003E+11,20/07/2023,19/07/2028,5
Additional HMO licence,CBC-360965220565,"89, William Street, Loughborough, LE11 3BY",1.0003E+11,08/02/2024,07/02/2029,4
Additional HMO licence,CBC-110772792715,"20, York Road, Loughborough, LE11 3DA",1.0003E+11,27/03/2024,26/03/2029,4
Additional HMO licence,CBC-269481395832,"55, York Road, Loughborough, LE11 3DA",1.0003E+11,22/02/2024,21/02/2029,4
Additional HMO licence,CBC-823962780736,"5, Woodlands Drive, Loughborough, LE11 2DB",1.0003E+11,03/01/2024,02/01/2029,4
Additional HMO licence,CBC-808161448865,"46, Woodlands Drive, Loughborough, LE11 2DD",1.0003E+11,29/02/2024,28/02/2029,4
Additional HMO licence,CBC-489541557753,"52, Kingfisher Way, Loughborough, LE11 3NF",10004000740,05/02/2024,04/02/2029,4
Additional HMO licence,CBC-029864373303,"11, Robin Mews, Loughborough, LE11 3HJ",10004000792,29/05/2024,28/05/2029,4
Additional HMO licence,CBC-791912238191,"4, Speeds Pingle, Loughborough, LE11 5BN",1.0003E+11,31/10/2023,30/10/2028,4
Additional HMO licence,CBC-971123109369,"18, Edward Street, Loughborough, LE11 1QF",1.0003E+11,16/02/2024,15/02/2029,4
Additional HMO licence,CBC-203073731895,"9, Wren Close, Loughborough, LE11 3HL",10004000803,08/04/2024,07/04/2029,4
Additional HMO licence,CBC-812500560031,"27, Adam Dale, Loughborough, LE11 3HD",10004000834,06/03/2024,05/03/2029,3
Additional HMO licence,CBC-425309661939,"17, Goldfinch Close, Loughborough, LE11 3HG",10004000874,28/02/2024,27/02/2029,4
Additional HMO licence,CBC-480401071048,"27, Goldfinch Close, Loughborough, LE11 3HG",10004000882,29/02/2024,28/02/2029,4
Additional HMO licence,CBC-204037416620,"15, Goods Yard Close, Loughborough, LE11 5EB",10008151660,06/03/2024,05/03/2029,3
Additional HMO licence,CBC-300119174024,"31, Goods Yard Close, Loughborough, LE11 5EB",10008151668,20/03/2024,19/03/2029,3
Additional HMO licence,CBC-205509817696,"43, Goods Yard Close, Loughborough, LE11 5EB",10008151674,29/02/2024,28/02/2029,5
Additional HMO licence,CBC-869248090101,"12, Goods Yard Close, Loughborough, LE11 5EB",10008151684,06/03/2024,05/03/2029,4
Additional HMO licence,CBC-005892702373,"108, Ashby Road, Loughborough, LE11 3AF",1.0003E+11,12/03/2024,11/03/2029,3
Additional HMO licence,CBC-482350668225,"63, Kingfisher Way, Loughborough, LE11 3NF",10004000733,15/02/2024,14/02/2029,5
Additional HMO licence,CBC-810089215294,"34, Ashleigh Drive, Loughborough, LE11 3HW",1.0003E+11,21/03/2024,20/03/2029,4
Additional HMO licence,CBC-352833891940,"14, Bampton Street, Loughborough, LE11 2DR",1.0003E+11,24/10/2024,23/10/2029,4
Additional HMO licence,CBC-259224839349,"80, Alan Moss Road, Loughborough, LE11 5LY",1.0003E+11,21/12/2023,20/12/2028,4
Additional HMO licence,CBC-157650975958,"192, Alan Moss Road, Loughborough, LE11 4LZ",1.0003E+11,06/03/2024,05/03/2029,4
Additional HMO licence,CBC-517595085993,"84, Albert Promenade, Loughborough, LE11 1RF",1.0003E+11,04/03/2024,03/03/2029,4
Additional HMO licence,CBC-180928173397,"22, Blackbrook Road, Loughborough, LE11 4PZ",1.0003E+11,19/03/2024,18/03/2029,4
Additional HMO licence,CBC-733145264537,"41, Blackbrook Road, Loughborough, LE11 4PY",1.0003E+11,07/03/2024,06/03/2029,3
Additional HMO licence,CBC-821030442470,"98, Beacon Road, Loughborough, LE11 2BH",1.0003E+11,13/02/2024,12/02/2029,3
Additional HMO licence,CBC-843262589048,"7, Broad Street, Loughborough, LE11 5AB",1.0003E+11,21/12/2023,20/12/2028,4
Additional HMO licence,CBC-774098647583,"20, Broad Street, Loughborough, LE11 5AB",1.0003E+11,08/03/2024,07/03/2029,4
Additional HMO licence,CBC-402116529098,"3, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,15/01/2024,14/01/2029,4
Additional HMO licence,CBC-782492549322,"11, Chestnut Street, Loughborough, LE11 3BE",1.0003E+11,10/10/2023,09/10/2028,4
Additional HMO licence,CBC-241829045356,"97, Burder Street, Loughborough, LE11 1JJ",1.0003E+11,08/11/2023,07/11/2028,3
Additional HMO licence,CBC-659521305606,"20, Burleigh Road, Loughborough, LE11 3BA",1.0003E+11,03/04/2024,02/04/2029,4
Additional HMO licence,CBC-632838463530,"33, Fearon Street, Loughborough, LE11 5DG",1.0003E+11,11/03/2024,10/03/2029,4
Additional HMO licence,CBC-234435190853,"146, Hermitage Road, Loughborough, LE11 4PF",1.0003E+11,14/03/2024,13/03/2029,4
Additional HMO licence,CBC-425241487519,"150, Hermitage Road, Loughborough, LE11 4PF",1.0003E+11,03/04/2024,02/04/2029,4
Additional HMO licence,CBC-831904068140,"201, Hermitage Road, Loughborough, LE11 4PD",1.0003E+11,14/03/2024,13/03/2029,4
Additional HMO licence,CBC-722858262089,"33, Hastings Street, Loughborough, LE11 5AX",1.0003E+11,29/02/2024,28/02/2029,4
Additional HMO licence,CBC-923012092100,"20, Havelock Street, Loughborough, LE11 5DH",1.0003E+11,14/03/2024,13/03/2029,4
Additional HMO licence,CBC-818114985378,"80, Gracedieu Road, Loughborough, LE11 4QG",1.0003E+11,13/03/2024,12/03/2029,3
Additional HMO licence,CBC-640738917945,"13, Garendon Road, Loughborough, LE11 4QB",1.0003E+11,31/10/2023,30/10/2028,4
Additional HMO licence,CBC-438757333734,"22, Garendon Road, Loughborough, LE11 4QD",1.0003E+11,13/03/2024,12/03/2029,3
Additional HMO licence,CBC-826345973480,"26, Grange Street, Loughborough, LE11 1QG",1.0003E+11,29/02/2024,28/02/2029,4
Additional HMO licence,CBC-719952654375,"12, Granville Street, Loughborough, LE11 3BN",1.0003E+11,11/03/2024,10/03/2029,4
Additional HMO licence,CBC-437591861856,"16, Herbert Street, Loughborough, LE11 1NX",1.0003E+11,08/04/2024,07/04/2029,5
Additional HMO licence,CBC-800730817479,"7, George Street, Loughborough, LE11 5DQ",1.0003E+11,21/03/2024,20/03/2029,4
Additional HMO licence,CBC-469687091338,"45, Granville Street, Loughborough, LE11 3BL",1.0003E+11,19/03/2024,18/03/2029,3
Additional HMO licence,CBC-548036135305,"36, Knightthorpe Road, Loughborough, LE11 4JT",1.0003E+11,14/03/2024,13/03/2029,3
Additional HMO licence,CBC-727847737522,"40, Holt Drive, Loughborough, LE11 3JA",1.0003E+11,04/12/2023,03/12/2028,3
Additional HMO licence,CBC-541012948106,"104, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,22/02/2024,21/02/2029,3
Additional HMO licence,CBC-558423893403,"115, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,23/02/2024,22/02/2029,3
Additional HMO licence,CBC-961026043127,"38, Leopold Street, Loughborough, LE11 5DL",1.0003E+11,28/10/2023,27/10/2028,4
Additional HMO licence,CBC-633882682695,"137, Leopold Street, Loughborough, LE11 5DW",1.0003E+11,16/04/2024,15/04/2029,4
Additional HMO licence,CBC-322705674380,"44, Oxford Street, Loughborough, LE11 5DR",1.0003E+11,01/05/2024,30/04/2029,4
Additional HMO licence,CBC-308329806796,"51, Paget Street, Loughborough, LE11 5DT",1.0003E+11,29/04/2024,28/04/2029,3
